orderID,customerID,employeeID,orderDate,requiredDate,shippedDate,shipVia,freight,shipName,shipAddress,shipCity,shipRegion,shipPostalCode,shipCountry
10818,MAGAA,7,1998-01-07 00:00:00.000,1998-02-04 00:00:00.000,1998-01-12 00:00:00.000,3,65.48,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,NULL,24100,Italy
10819,CACTU,2,1998-01-07 00:00:00.000,1998-02-04 00:00:00.000,1998-01-16 00:00:00.000,3,19.76,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,NULL,1010,Argentina
10820,RATTC,3,1998-01-07 00:00:00.000,1998-02-04 00:00:00.000,1998-01-13 00:00:00.000,2,37.52,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10821,SPLIR,1,1998-01-08 00:00:00.000,1998-02-05 00:00:00.000,1998-01-15 00:00:00.000,1,36.68,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10822,TRAIH,6,1998-01-08 00:00:00.000,1998-02-05 00:00:00.000,1998-01-16 00:00:00.000,3,7.00,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,WA,98034,USA
10823,LILAS,5,1998-01-09 00:00:00.000,1998-02-06 00:00:00.000,1998-01-13 00:00:00.000,2,163.97,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10824,FOLKO,8,1998-01-09 00:00:00.000,1998-02-06 00:00:00.000,1998-01-30 00:00:00.000,1,1.23,Folk och fä HB,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden
10825,DRACD,1,1998-01-09 00:00:00.000,1998-02-06 00:00:00.000,1998-01-14 00:00:00.000,1,79.25,Drachenblut Delikatessen,Walserweg 21,Aachen,NULL,52066,Germany
10826,BLONP,6,1998-01-12 00:00:00.000,1998-02-09 00:00:00.000,1998-02-06 00:00:00.000,1,7.09,Blondel père et fils,24 place Kléber,Strasbourg,NULL,67000,France
10827,BONAP,1,1998-01-12 00:00:00.000,1998-01-26 00:00:00.000,1998-02-06 00:00:00.000,2,63.54,Bon app',12 rue des Bouchers,Marseille,NULL,13008,France
10828,RANCH,9,1998-01-13 00:00:00.000,1998-01-27 00:00:00.000,1998-02-04 00:00:00.000,1,90.85,Rancho grande,Av. del Libertador 900,Buenos Aires,NULL,1010,Argentina
10829,ISLAT,9,1998-01-13 00:00:00.000,1998-02-10 00:00:00.000,1998-01-23 00:00:00.000,1,154.72,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10830,TRADH,4,1998-01-13 00:00:00.000,1998-02-24 00:00:00.000,1998-01-21 00:00:00.000,2,81.83,Tradiçao Hipermercados,Av. Inês de Castro 414,Sao Paulo,SP,05634-030,Brazil
10831,SANTG,3,1998-01-14 00:00:00.000,1998-02-11 00:00:00.000,1998-01-23 00:00:00.000,2,72.19,Santé Gourmet,Erling Skakkes gate 78,Stavern,NULL,4110,Norway
10832,LAMAI,2,1998-01-14 00:00:00.000,1998-02-11 00:00:00.000,1998-01-19 00:00:00.000,2,43.26,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,NULL,31000,France
10833,OTTIK,6,1998-01-15 00:00:00.000,1998-02-12 00:00:00.000,1998-01-23 00:00:00.000,2,71.49,Ottilies Käseladen,Mehrheimerstr. 369,Köln,NULL,50739,Germany
10834,TRADH,1,1998-01-15 00:00:00.000,1998-02-12 00:00:00.000,1998-01-19 00:00:00.000,3,29.78,Tradiçao Hipermercados,Av. Inês de Castro 414,Sao Paulo,SP,05634-030,Brazil
10835,ALFKI,1,1998-01-15 00:00:00.000,1998-02-12 00:00:00.000,1998-01-21 00:00:00.000,3,69.53,Alfred's Futterkiste,Obere Str. 57,Berlin,NULL,12209,Germany
10836,ERNSH,7,1998-01-16 00:00:00.000,1998-02-13 00:00:00.000,1998-01-21 00:00:00.000,1,411.88,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
10837,BERGS,9,1998-01-16 00:00:00.000,1998-02-13 00:00:00.000,1998-01-23 00:00:00.000,3,13.32,Berglunds snabbköp,Berguvsvägen  8,Luleå,NULL,S-958 22,Sweden
10838,LINOD,3,1998-01-19 00:00:00.000,1998-02-16 00:00:00.000,1998-01-23 00:00:00.000,3,59.28,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10839,TRADH,3,1998-01-19 00:00:00.000,1998-02-16 00:00:00.000,1998-01-22 00:00:00.000,3,35.43,Tradiçao Hipermercados,Av. Inês de Castro 414,Sao Paulo,SP,05634-030,Brazil
10840,LINOD,4,1998-01-19 00:00:00.000,1998-03-02 00:00:00.000,1998-02-16 00:00:00.000,2,2.71,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10841,SUPRD,5,1998-01-20 00:00:00.000,1998-02-17 00:00:00.000,1998-01-29 00:00:00.000,2,424.30,Suprêmes délices,Boulevard Tirou 255,Charleroi,NULL,B-6000,Belgium
10842,TORTU,1,1998-01-20 00:00:00.000,1998-02-17 00:00:00.000,1998-01-29 00:00:00.000,3,54.42,Tortuga Restaurante,Avda. Azteca 123,México D.F.,NULL,05033,Mexico
10843,VICTE,4,1998-01-21 00:00:00.000,1998-02-18 00:00:00.000,1998-01-26 00:00:00.000,2,9.26,Victuailles en stock,2 rue du Commerce,Lyon,NULL,69004,France
10844,PICCO,8,1998-01-21 00:00:00.000,1998-02-18 00:00:00.000,1998-01-26 00:00:00.000,2,25.22,Piccolo und mehr,Geislweg 14,Salzburg,NULL,5020,Austria
10845,QUICK,8,1998-01-21 00:00:00.000,1998-02-04 00:00:00.000,1998-01-30 00:00:00.000,1,212.98,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany
10846,SUPRD,2,1998-01-22 00:00:00.000,1998-03-05 00:00:00.000,1998-01-23 00:00:00.000,3,56.46,Suprêmes délices,Boulevard Tirou 255,Charleroi,NULL,B-6000,Belgium
10847,SAVEA,4,1998-01-22 00:00:00.000,1998-02-05 00:00:00.000,1998-02-10 00:00:00.000,3,487.57,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10848,CONSH,7,1998-01-23 00:00:00.000,1998-02-20 00:00:00.000,1998-01-29 00:00:00.000,2,38.24,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,NULL,WX1 6LT,UK
10849,KOENE,9,1998-01-23 00:00:00.000,1998-02-20 00:00:00.000,1998-01-30 00:00:00.000,2,0.56,Königlich Essen,Maubelstr. 90,Brandenburg,NULL,14776,Germany
10850,VICTE,1,1998-01-23 00:00:00.000,1998-03-06 00:00:00.000,1998-01-30 00:00:00.000,1,49.19,Victuailles en stock,2 rue du Commerce,Lyon,NULL,69004,France
10851,RICAR,5,1998-01-26 00:00:00.000,1998-02-23 00:00:00.000,1998-02-02 00:00:00.000,1,160.55,Ricardo Adocicados,Av. Copacabana 267,Rio de Janeiro,RJ,02389-890,Brazil
10852,RATTC,8,1998-01-26 00:00:00.000,1998-02-09 00:00:00.000,1998-01-30 00:00:00.000,1,174.05,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10853,BLAUS,9,1998-01-27 00:00:00.000,1998-02-24 00:00:00.000,1998-02-03 00:00:00.000,2,53.83,Blauer See Delikatessen,Forsterstr. 57,Mannheim,NULL,68306,Germany
10854,ERNSH,3,1998-01-27 00:00:00.000,1998-02-24 00:00:00.000,1998-02-05 00:00:00.000,2,100.22,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
10855,OLDWO,3,1998-01-27 00:00:00.000,1998-02-24 00:00:00.000,1998-02-04 00:00:00.000,1,170.97,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
10856,ANTON,3,1998-01-28 00:00:00.000,1998-02-25 00:00:00.000,1998-02-10 00:00:00.000,2,58.43,Antonio Moreno Taquería,Mataderos  2312,México D.F.,NULL,05023,Mexico
10857,BERGS,8,1998-01-28 00:00:00.000,1998-02-25 00:00:00.000,1998-02-06 00:00:00.000,2,188.85,Berglunds snabbköp,Berguvsvägen  8,Luleå,NULL,S-958 22,Sweden
10858,LACOR,2,1998-01-29 00:00:00.000,1998-02-26 00:00:00.000,1998-02-03 00:00:00.000,1,52.51,La corne d'abondance,67 avenue de l'Europe,Versailles,NULL,78000,France
10859,FRANK,1,1998-01-29 00:00:00.000,1998-02-26 00:00:00.000,1998-02-02 00:00:00.000,2,76.10,Frankenversand,Berliner Platz 43,München,NULL,80805,Germany
10860,FRANR,3,1998-01-29 00:00:00.000,1998-02-26 00:00:00.000,1998-02-04 00:00:00.000,3,19.26,France restauration,54 rue Royale,Nantes,NULL,44000,France
10861,WHITC,4,1998-01-30 00:00:00.000,1998-02-27 00:00:00.000,1998-02-17 00:00:00.000,2,14.93,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10862,LEHMS,8,1998-01-30 00:00:00.000,1998-03-13 00:00:00.000,1998-02-02 00:00:00.000,2,53.23,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,NULL,60528,Germany
10863,HILAA,4,1998-02-02 00:00:00.000,1998-03-02 00:00:00.000,1998-02-17 00:00:00.000,2,30.26,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10864,AROUT,4,1998-02-02 00:00:00.000,1998-03-02 00:00:00.000,1998-02-09 00:00:00.000,2,3.04,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10865,QUICK,2,1998-02-02 00:00:00.000,1998-02-16 00:00:00.000,1998-02-12 00:00:00.000,1,348.14,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany
10866,BERGS,5,1998-02-03 00:00:00.000,1998-03-03 00:00:00.000,1998-02-12 00:00:00.000,1,109.11,Berglunds snabbköp,Berguvsvägen  8,Luleå,NULL,S-958 22,Sweden
10867,LONEP,6,1998-02-03 00:00:00.000,1998-03-17 00:00:00.000,1998-02-11 00:00:00.000,1,1.93,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA
10868,QUEEN,7,1998-02-04 00:00:00.000,1998-03-04 00:00:00.000,1998-02-23 00:00:00.000,2,191.27,Queen Cozinha,Alameda dos Canàrios 891,Sao Paulo,SP,05487-020,Brazil
10869,SEVES,5,1998-02-04 00:00:00.000,1998-03-04 00:00:00.000,1998-02-09 00:00:00.000,1,143.28,Seven Seas Imports,90 Wadhurst Rd.,London,NULL,OX15 4NB,UK
10870,WOLZA,5,1998-02-04 00:00:00.000,1998-03-04 00:00:00.000,1998-02-13 00:00:00.000,3,12.04,Wolski Zajazd,ul. Filtrowa 68,Warszawa,NULL,01-012,Poland
10871,BONAP,9,1998-02-05 00:00:00.000,1998-03-05 00:00:00.000,1998-02-10 00:00:00.000,2,112.27,Bon app',12 rue des Bouchers,Marseille,NULL,13008,France
10872,GODOS,5,1998-02-05 00:00:00.000,1998-03-05 00:00:00.000,1998-02-09 00:00:00.000,2,175.32,Godos Cocina Típica,C/ Romero 33,Sevilla,NULL,41101,Spain
10873,WILMK,4,1998-02-06 00:00:00.000,1998-03-06 00:00:00.000,1998-02-09 00:00:00.000,1,0.82,Wilman Kala,Keskuskatu 45,Helsinki,NULL,21240,Finland
10874,GODOS,5,1998-02-06 00:00:00.000,1998-03-06 00:00:00.000,1998-02-11 00:00:00.000,2,19.58,Godos Cocina Típica,C/ Romero 33,Sevilla,NULL,41101,Spain
10875,BERGS,4,1998-02-06 00:00:00.000,1998-03-06 00:00:00.000,1998-03-03 00:00:00.000,2,32.37,Berglunds snabbköp,Berguvsvägen  8,Luleå,NULL,S-958 22,Sweden
10876,BONAP,7,1998-02-09 00:00:00.000,1998-03-09 00:00:00.000,1998-02-12 00:00:00.000,3,60.42,Bon app',12 rue des Bouchers,Marseille,NULL,13008,France
10877,RICAR,1,1998-02-09 00:00:00.000,1998-03-09 00:00:00.000,1998-02-19 00:00:00.000,1,38.06,Ricardo Adocicados,Av. Copacabana 267,Rio de Janeiro,RJ,02389-890,Brazil
10878,QUICK,4,1998-02-10 00:00:00.000,1998-03-10 00:00:00.000,1998-02-12 00:00:00.000,1,46.69,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany
10879,WILMK,3,1998-02-10 00:00:00.000,1998-03-10 00:00:00.000,1998-02-12 00:00:00.000,3,8.50,Wilman Kala,Keskuskatu 45,Helsinki,NULL,21240,Finland
10880,FOLKO,7,1998-02-10 00:00:00.000,1998-03-24 00:00:00.000,1998-02-18 00:00:00.000,1,88.01,Folk och fä HB,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden
10881,CACTU,4,1998-02-11 00:00:00.000,1998-03-11 00:00:00.000,1998-02-18 00:00:00.000,1,2.84,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,NULL,1010,Argentina
10882,SAVEA,4,1998-02-11 00:00:00.000,1998-03-11 00:00:00.000,1998-02-20 00:00:00.000,3,23.10,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10883,LONEP,8,1998-02-12 00:00:00.000,1998-03-12 00:00:00.000,1998-02-20 00:00:00.000,3,0.53,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA
10884,LETSS,4,1998-02-12 00:00:00.000,1998-03-12 00:00:00.000,1998-02-13 00:00:00.000,2,90.97,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,CA,94117,USA
10885,SUPRD,6,1998-02-12 00:00:00.000,1998-03-12 00:00:00.000,1998-02-18 00:00:00.000,3,5.64,Suprêmes délices,Boulevard Tirou 255,Charleroi,NULL,B-6000,Belgium
10886,HANAR,1,1998-02-13 00:00:00.000,1998-03-13 00:00:00.000,1998-03-02 00:00:00.000,1,4.99,Hanari Carnes,Rua do Paço 67,Rio de Janeiro,RJ,05454-876,Brazil
10887,GALED,8,1998-02-13 00:00:00.000,1998-03-13 00:00:00.000,1998-02-16 00:00:00.000,3,1.25,Galería del gastronómo,Rambla de Cataluña 23,Barcelona,NULL,8022,Spain
10888,GODOS,1,1998-02-16 00:00:00.000,1998-03-16 00:00:00.000,1998-02-23 00:00:00.000,2,51.87,Godos Cocina Típica,C/ Romero 33,Sevilla,NULL,41101,Spain
10889,RATTC,9,1998-02-16 00:00:00.000,1998-03-16 00:00:00.000,1998-02-23 00:00:00.000,3,280.61,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10890,DUMON,7,1998-02-16 00:00:00.000,1998-03-16 00:00:00.000,1998-02-18 00:00:00.000,1,32.76,Du monde entier,67 rue des Cinquante Otages,Nantes,NULL,44000,France
10891,LEHMS,7,1998-02-17 00:00:00.000,1998-03-17 00:00:00.000,1998-02-19 00:00:00.000,2,20.37,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,NULL,60528,Germany
10892,MAISD,4,1998-02-17 00:00:00.000,1998-03-17 00:00:00.000,1998-02-19 00:00:00.000,2,120.27,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,NULL,B-1180,Belgium
10893,KOENE,9,1998-02-18 00:00:00.000,1998-03-18 00:00:00.000,1998-02-20 00:00:00.000,2,77.78,Königlich Essen,Maubelstr. 90,Brandenburg,NULL,14776,Germany
10894,SAVEA,1,1998-02-18 00:00:00.000,1998-03-18 00:00:00.000,1998-02-20 00:00:00.000,1,116.13,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10895,ERNSH,3,1998-02-18 00:00:00.000,1998-03-18 00:00:00.000,1998-02-23 00:00:00.000,1,162.75,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
10896,MAISD,7,1998-02-19 00:00:00.000,1998-03-19 00:00:00.000,1998-02-27 00:00:00.000,3,32.45,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,NULL,B-1180,Belgium
10897,HUNGO,3,1998-02-19 00:00:00.000,1998-03-19 00:00:00.000,1998-02-25 00:00:00.000,2,603.54,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,NULL,Ireland
10898,OCEAN,4,1998-02-20 00:00:00.000,1998-03-20 00:00:00.000,1998-03-06 00:00:00.000,2,1.27,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,NULL,1010,Argentina
10899,LILAS,5,1998-02-20 00:00:00.000,1998-03-20 00:00:00.000,1998-02-26 00:00:00.000,3,1.21,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10900,WELLI,1,1998-02-20 00:00:00.000,1998-03-20 00:00:00.000,1998-03-04 00:00:00.000,2,1.66,Wellington Importadora,Rua do Mercado 12,Resende,SP,08737-363,Brazil
10901,HILAA,4,1998-02-23 00:00:00.000,1998-03-23 00:00:00.000,1998-02-26 00:00:00.000,1,62.09,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10902,FOLKO,1,1998-02-23 00:00:00.000,1998-03-23 00:00:00.000,1998-03-03 00:00:00.000,1,44.15,Folk och fä HB,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden
10903,HANAR,3,1998-02-24 00:00:00.000,1998-03-24 00:00:00.000,1998-03-04 00:00:00.000,3,36.71,Hanari Carnes,Rua do Paço 67,Rio de Janeiro,RJ,05454-876,Brazil
10904,WHITC,3,1998-02-24 00:00:00.000,1998-03-24 00:00:00.000,1998-02-27 00:00:00.000,3,162.95,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10905,WELLI,9,1998-02-24 00:00:00.000,1998-03-24 00:00:00.000,1998-03-06 00:00:00.000,2,13.72,Wellington Importadora,Rua do Mercado 12,Resende,SP,08737-363,Brazil
10906,WOLZA,4,1998-02-25 00:00:00.000,1998-03-11 00:00:00.000,1998-03-03 00:00:00.000,3,26.29,Wolski Zajazd,ul. Filtrowa 68,Warszawa,NULL,01-012,Poland
10907,SPECD,6,1998-02-25 00:00:00.000,1998-03-25 00:00:00.000,1998-02-27 00:00:00.000,3,9.19,Spécialités du monde,25 rue Lauriston,Paris,NULL,75016,France
10908,REGGC,4,1998-02-26 00:00:00.000,1998-03-26 00:00:00.000,1998-03-06 00:00:00.000,2,32.96,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,NULL,42100,Italy
10909,SANTG,1,1998-02-26 00:00:00.000,1998-03-26 00:00:00.000,1998-03-10 00:00:00.000,2,53.05,Santé Gourmet,Erling Skakkes gate 78,Stavern,NULL,4110,Norway
10910,WILMK,1,1998-02-26 00:00:00.000,1998-03-26 00:00:00.000,1998-03-04 00:00:00.000,3,38.11,Wilman Kala,Keskuskatu 45,Helsinki,NULL,21240,Finland
10911,GODOS,3,1998-02-26 00:00:00.000,1998-03-26 00:00:00.000,1998-03-05 00:00:00.000,1,38.19,Godos Cocina Típica,C/ Romero 33,Sevilla,NULL,41101,Spain
10912,HUNGO,2,1998-02-26 00:00:00.000,1998-03-26 00:00:00.000,1998-03-18 00:00:00.000,2,580.91,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,NULL,Ireland
10913,QUEEN,4,1998-02-26 00:00:00.000,1998-03-26 00:00:00.000,1998-03-04 00:00:00.000,1,33.05,Queen Cozinha,Alameda dos Canàrios 891,Sao Paulo,SP,05487-020,Brazil
10914,QUEEN,6,1998-02-27 00:00:00.000,1998-03-27 00:00:00.000,1998-03-02 00:00:00.000,1,21.19,Queen Cozinha,Alameda dos Canàrios 891,Sao Paulo,SP,05487-020,Brazil
10915,TORTU,2,1998-02-27 00:00:00.000,1998-03-27 00:00:00.000,1998-03-02 00:00:00.000,2,3.51,Tortuga Restaurante,Avda. Azteca 123,México D.F.,NULL,05033,Mexico
10916,RANCH,1,1998-02-27 00:00:00.000,1998-03-27 00:00:00.000,1998-03-09 00:00:00.000,2,63.77,Rancho grande,Av. del Libertador 900,Buenos Aires,NULL,1010,Argentina
10917,ROMEY,4,1998-03-02 00:00:00.000,1998-03-30 00:00:00.000,1998-03-11 00:00:00.000,2,8.29,Romero y tomillo,Gran Vía 1,Madrid,NULL,28001,Spain
10918,BOTTM,3,1998-03-02 00:00:00.000,1998-03-30 00:00:00.000,1998-03-11 00:00:00.000,3,48.83,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10919,LINOD,2,1998-03-02 00:00:00.000,1998-03-30 00:00:00.000,1998-03-04 00:00:00.000,2,19.80,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10920,AROUT,4,1998-03-03 00:00:00.000,1998-03-31 00:00:00.000,1998-03-09 00:00:00.000,2,29.61,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10921,VAFFE,1,1998-03-03 00:00:00.000,1998-04-14 00:00:00.000,1998-03-09 00:00:00.000,1,176.48,Vaffeljernet,Smagsloget 45,Århus,NULL,8200,Denmark
10922,HANAR,5,1998-03-03 00:00:00.000,1998-03-31 00:00:00.000,1998-03-05 00:00:00.000,3,62.74,Hanari Carnes,Rua do Paço 67,Rio de Janeiro,RJ,05454-876,Brazil
10923,LAMAI,7,1998-03-03 00:00:00.000,1998-04-14 00:00:00.000,1998-03-13 00:00:00.000,3,68.26,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,NULL,31000,France
10924,BERGS,3,1998-03-04 00:00:00.000,1998-04-01 00:00:00.000,1998-04-08 00:00:00.000,2,151.52,Berglunds snabbköp,Berguvsvägen  8,Luleå,NULL,S-958 22,Sweden
10925,HANAR,3,1998-03-04 00:00:00.000,1998-04-01 00:00:00.000,1998-03-13 00:00:00.000,1,2.27,Hanari Carnes,Rua do Paço 67,Rio de Janeiro,RJ,05454-876,Brazil
10926,ANATR,4,1998-03-04 00:00:00.000,1998-04-01 00:00:00.000,1998-03-11 00:00:00.000,3,39.92,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,NULL,05021,Mexico
10927,LACOR,4,1998-03-05 00:00:00.000,1998-04-02 00:00:00.000,1998-04-08 00:00:00.000,1,19.79,La corne d'abondance,67 avenue de l'Europe,Versailles,NULL,78000,France
10928,GALED,1,1998-03-05 00:00:00.000,1998-04-02 00:00:00.000,1998-03-18 00:00:00.000,1,1.36,Galería del gastronómo,Rambla de Cataluña 23,Barcelona,NULL,8022,Spain
10929,FRANK,6,1998-03-05 00:00:00.000,1998-04-02 00:00:00.000,1998-03-12 00:00:00.000,1,33.93,Frankenversand,Berliner Platz 43,München,NULL,80805,Germany
10930,SUPRD,4,1998-03-06 00:00:00.000,1998-04-17 00:00:00.000,1998-03-18 00:00:00.000,3,15.55,Suprêmes délices,Boulevard Tirou 255,Charleroi,NULL,B-6000,Belgium
10931,RICSU,4,1998-03-06 00:00:00.000,1998-03-20 00:00:00.000,1998-03-19 00:00:00.000,2,13.60,Richter Supermarkt,Starenweg 5,Genève,NULL,1204,Switzerland
10932,BONAP,8,1998-03-06 00:00:00.000,1998-04-03 00:00:00.000,1998-03-24 00:00:00.000,1,134.64,Bon app',12 rue des Bouchers,Marseille,NULL,13008,France
10933,ISLAT,6,1998-03-06 00:00:00.000,1998-04-03 00:00:00.000,1998-03-16 00:00:00.000,3,54.15,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10934,LEHMS,3,1998-03-09 00:00:00.000,1998-04-06 00:00:00.000,1998-03-12 00:00:00.000,3,32.01,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,NULL,60528,Germany
10935,WELLI,4,1998-03-09 00:00:00.000,1998-04-06 00:00:00.000,1998-03-18 00:00:00.000,3,47.59,Wellington Importadora,Rua do Mercado 12,Resende,SP,08737-363,Brazil
10936,GREAL,3,1998-03-09 00:00:00.000,1998-04-06 00:00:00.000,1998-03-18 00:00:00.000,2,33.68,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10937,CACTU,7,1998-03-10 00:00:00.000,1998-03-24 00:00:00.000,1998-03-13 00:00:00.000,3,31.51,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,NULL,1010,Argentina
10938,QUICK,3,1998-03-10 00:00:00.000,1998-04-07 00:00:00.000,1998-03-16 00:00:00.000,2,31.89,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany
10939,MAGAA,2,1998-03-10 00:00:00.000,1998-04-07 00:00:00.000,1998-03-13 00:00:00.000,2,76.33,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,NULL,24100,Italy
10940,BONAP,8,1998-03-11 00:00:00.000,1998-04-08 00:00:00.000,1998-03-23 00:00:00.000,3,19.77,Bon app',12 rue des Bouchers,Marseille,NULL,13008,France
10941,SAVEA,7,1998-03-11 00:00:00.000,1998-04-08 00:00:00.000,1998-03-20 00:00:00.000,2,400.81,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10942,REGGC,9,1998-03-11 00:00:00.000,1998-04-08 00:00:00.000,1998-03-18 00:00:00.000,3,17.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,NULL,42100,Italy
10943,BSBEV,4,1998-03-11 00:00:00.000,1998-04-08 00:00:00.000,1998-03-19 00:00:00.000,2,2.17,B's Beverages,Fauntleroy Circus,London,NULL,EC2 5NT,UK
