orderID,productID,unitPrice,quantity,discount
10938,60,34.00,49,0.25
10938,71,21.50,35,0.25
10939,2,19.00,10,0.15
10939,67,14.00,40,0.15
10940,7,30.00,8,0
10940,13,6.00,20,0
10941,31,12.50,44,0.25
10941,62,49.30,30,0.25
10941,68,12.50,80,0.25
10941,72,34.80,50,0
10942,49,20.00,28,0
10943,13,6.00,15,0
10943,22,21.00,21,0
10943,46,12.00,15,0
10944,11,21.00,5,0.25
10944,44,19.45,18,0.25
10944,56,38.00,18,0
10945,13,6.00,20,0
10945,31,12.50,10,0
10946,10,31.00,25,0
10946,24,4.50,25,0
10946,77,13.00,40,0
10947,59,55.00,4,0
10948,50,16.25,9,0
10948,51,53.00,40,0
10948,55,24.00,4,0
10949,6,25.00,12,0
10949,10,31.00,30,0
10949,17,39.00,6,0
10949,62,49.30,60,0
10950,4,22.00,5,0
10951,33,2.50,15,0.05
10951,41,9.65,6,0.05
10951,75,7.75,50,0.05
10952,6,25.00,16,0.05
10952,28,45.60,2,0
10953,20,81.00,50,0.05
10953,31,12.50,50,0.05
10954,16,17.45,28,0.15
10954,31,12.50,25,0.15
10954,45,9.50,30,0
10954,60,34.00,24,0.15
10955,75,7.75,12,0.2
10956,21,10.00,12,0
10956,47,9.50,14,0
10956,51,53.00,8,0
10957,30,25.89,30,0
10957,35,18.00,40,0
10957,64,33.25,8,0
10958,5,21.35,20,0
10958,7,30.00,6,0
10958,72,34.80,5,0
10959,75,7.75,20,0.15
10960,24,4.50,10,0.25
10960,41,9.65,24,0
10961,52,7.00,6,0.05
10961,76,18.00,60,0
10962,7,30.00,45,0
10962,13,6.00,77,0
10962,53,32.80,20,0
10962,69,36.00,9,0
10962,76,18.00,44,0
10963,60,34.00,2,0.15
10964,18,62.50,6,0
10964,38,263.50,5,0
10964,69,36.00,10,0
10965,51,53.00,16,0
10966,37,26.00,8,0
10966,56,38.00,12,0.15
10966,62,49.30,12,0.15
10967,19,9.20,12,0
10967,49,20.00,40,0
10968,12,38.00,30,0
10968,24,4.50,30,0
10968,64,33.25,4,0
10969,46,12.00,9,0
10970,52,7.00,40,0.2
10971,29,123.79,14,0
10972,17,39.00,6,0
10972,33,2.50,7,0
10973,26,31.23,5,0
10973,41,9.65,6,0
10973,75,7.75,10,0
10974,63,43.90,10,0
10975,8,40.00,16,0
10975,75,7.75,10,0
10976,28,45.60,20,0
10977,39,18.00,30,0
10977,47,9.50,30,0
10977,51,53.00,10,0
10977,63,43.90,20,0
10978,8,40.00,20,0.15
10978,21,10.00,40,0.15
10978,40,18.40,10,0
10978,44,19.45,6,0.15
10979,7,30.00,18,0
10979,12,38.00,20,0
10979,24,4.50,80,0
10979,27,43.90,30,0
10979,31,12.50,24,0
10979,63,43.90,35,0
10980,75,7.75,40,0.2
10981,38,263.50,60,0
10982,7,30.00,20,0
10982,43,46.00,9,0
10983,13,6.00,84,0.15
10983,57,19.50,15,0
10984,16,17.45,55,0
10984,24,4.50,20,0
10984,36,19.00,40,0
10985,16,17.45,36,0.1
10985,18,62.50,8,0.1
10985,32,32.00,35,0.1
10986,11,21.00,30,0
10986,20,81.00,15,0
10986,76,18.00,10,0
10986,77,13.00,15,0
10987,7,30.00,60,0
10987,43,46.00,6,0
10987,72,34.80,20,0
10988,7,30.00,60,0
10988,62,49.30,40,0.1
10989,6,25.00,40,0
10989,11,21.00,15,0
10989,41,9.65,4,0
10990,21,10.00,65,0
10990,34,14.00,60,0.15
10990,55,24.00,65,0.15
10990,61,28.50,66,0.15
10991,2,19.00,50,0.2
10991,70,15.00,20,0.2
10991,76,18.00,90,0.2
10992,72,34.80,2,0
10993,29,123.79,50,0.25
10993,41,9.65,35,0.25
10994,59,55.00,18,0.05
10995,51,53.00,20,0
10995,60,34.00,4,0
10996,42,14.00,40,0
10997,32,32.00,50,0
10997,46,12.00,20,0.25
10997,52,7.00,20,0.25
10998,24,4.50,12,0
10998,61,28.50,7,0
10998,74,10.00,20,0
10998,75,7.75,30,0
10999,41,9.65,20,0.05
10999,51,53.00,15,0.05
10999,77,13.00,21,0.05
11000,4,22.00,25,0.25
11000,24,4.50,30,0.25
11000,77,13.00,30,0
11001,7,30.00,60,0
11001,22,21.00,25,0
11001,46,12.00,25,0
11001,55,24.00,6,0
11002,13,6.00,56,0
11002,35,18.00,15,0.15
11002,42,14.00,24,0.15
11002,55,24.00,40,0
11003,1,18.00,4,0
11003,40,18.40,10,0
11003,52,7.00,10,0
11004,26,31.23,6,0
11004,76,18.00,6,0
11005,1,18.00,2,0
11005,59,55.00,10,0
11006,1,18.00,8,0
11006,29,123.79,2,0.25
11007,8,40.00,30,0
11007,29,123.79,10,0
11007,42,14.00,14,0
11008,28,45.60,70,0.05
11008,34,14.00,90,0.05
11008,71,21.50,21,0
11009,24,4.50,12,0
11009,36,19.00,18,0.25
11009,60,34.00,9,0
11010,7,30.00,20,0
11010,24,4.50,10,0
11011,58,13.25,40,0.05
11011,71,21.50,20,0
11012,19,9.20,50,0.05
11012,60,34.00,36,0.05
11012,71,21.50,60,0.05
11013,23,9.00,10,0
11013,42,14.00,4,0
11013,45,9.50,20,0
11013,68,12.50,2,0
11014,41,9.65,28,0.1
11015,30,25.89,15,0
11015,77,13.00,18,0
11016,31,12.50,15,0
11016,36,19.00,16,0
11017,3,10.00,25,0
11017,59,55.00,110,0
11017,70,15.00,30,0
11018,12,38.00,20,0
11018,18,62.50,10,0
11018,56,38.00,5,0
11019,46,12.00,3,0
11019,49,20.00,2,0
11020,10,31.00,24,0.15
11021,2,19.00,11,0.25
11021,20,81.00,15,0
11021,26,31.23,63,0
11021,51,53.00,44,0.25
11021,72,34.80,35,0
11022,19,9.20,35,0
11022,69,36.00,30,0
11023,7,30.00,4,0
11023,43,46.00,30,0
11024,26,31.23,12,0
11024,33,2.50,30,0
11024,65,21.05,21,0
11024,71,21.50,50,0
11025,1,18.00,10,0.1
11025,13,6.00,20,0.1
11026,18,62.50,8,0
11026,51,53.00,10,0
11027,24,4.50,30,0.25
11027,62,49.30,21,0.25
11028,55,24.00,35,0
11028,59,55.00,24,0
11029,56,38.00,20,0
11029,63,43.90,12,0
11030,2,19.00,100,0.25
11030,5,21.35,70,0
11030,29,123.79,60,0.25
11030,59,55.00,100,0.25
11031,1,18.00,45,0
11031,13,6.00,80,0
11031,24,4.50,21,0
11031,64,33.25,20,0
11031,71,21.50,16,0
11032,36,19.00,35,0
11032,38,263.50,25,0
11032,59,55.00,30,0
11033,53,32.80,70,0.1
11033,69,36.00,36,0.1
11034,21,10.00,15,0.1
11034,44,19.45,12,0
11034,61,28.50,6,0
11035,1,18.00,10,0
11035,35,18.00,60,0
11035,42,14.00,30,0
11035,54,7.45,10,0
11036,13,6.00,7,0
11036,59,55.00,30,0
11037,70,15.00,4,0
11038,40,18.40,5,0.2
11038,52,7.00,2,0
11038,71,21.50,30,0
11039,28,45.60,20,0
11039,35,18.00,24,0
11039,49,20.00,60,0
11039,57,19.50,28,0
11040,21,10.00,20,0
11041,2,19.00,30,0.2
11041,63,43.90,30,0
11042,44,19.45,15,0
11042,61,28.50,4,0
11043,11,21.00,10,0
11044,62,49.30,12,0
11045,33,2.50,15,0
11045,51,53.00,24,0
11046,12,38.00,20,0.05
11046,32,32.00,15,0.05
11046,35,18.00,18,0.05
11047,1,18.00,25,0.25
11047,5,21.35,30,0.25
11048,68,12.50,42,0
11049,2,19.00,10,0.2
11049,12,38.00,4,0.2
11050,76,18.00,50,0.1
11051,24,4.50,10,0.2
11052,43,46.00,30,0.2
11052,61,28.50,10,0.2
11053,18,62.50,35,0.2
11053,32,32.00,20,0
11053,64,33.25,25,0.2
11054,33,2.50,10,0
11054,67,14.00,20,0
11055,24,4.50,15,0
11055,25,14.00,15,0
11055,51,53.00,20,0
11055,57,19.50,20,0
11056,7,30.00,40,0
11056,55,24.00,35,0
11056,60,34.00,50,0
11057,70,15.00,3,0
11058,21,10.00,3,0
11058,60,34.00,21,0
11058,61,28.50,4,0
11059,13,6.00,30,0
11059,17,39.00,12,0
11059,60,34.00,35,0
11060,60,34.00,4,0
11060,77,13.00,10,0
11061,60,34.00,15,0
11062,53,32.80,10,0.2
11062,70,15.00,12,0.2
11063,34,14.00,30,0
11063,40,18.40,40,0.1
11063,41,9.65,30,0.1
11064,17,39.00,77,0.1
11064,41,9.65,12,0
11064,53,32.80,25,0.1
11064,55,24.00,4,0.1
11064,68,12.50,55,0
11065,30,25.89,4,0.25
11065,54,7.45,20,0.25
11066,16,17.45,3,0
11066,19,9.20,42,0
11066,34,14.00,35,0
11067,41,9.65,9,0
11068,28,45.60,8,0.15
11068,43,46.00,36,0.15
11068,77,13.00,28,0.15
11069,39,18.00,20,0
11070,1,18.00,40,0.15
11070,2,19.00,20,0.15
11070,16,17.45,30,0.15
11070,31,12.50,20,0
11071,7,30.00,15,0.05
11071,13,6.00,10,0.05
11072,2,19.00,8,0
11072,41,9.65,40,0
11072,50,16.25,22,0
11072,64,33.25,130,0
11073,11,21.00,10,0
11073,24,4.50,20,0
11074,16,17.45,14,0.05
11075,2,19.00,10,0.15
11075,46,12.00,30,0.15
11075,76,18.00,2,0.15
11076,6,25.00,20,0.25
11076,14,23.25,20,0.25
11076,19,9.20,10,0.25
11077,2,19.00,24,0.2
11077,3,10.00,4,0
11077,4,22.00,1,0
11077,6,25.00,1,0.02
11077,7,30.00,1,0.05
11077,8,40.00,2,0.1
11077,10,31.00,1,0
11077,12,38.00,2,0.05
11077,13,6.00,4,0
11077,14,23.25,1,0.03
11077,16,17.45,2,0.03
11077,20,81.00,1,0.04
11077,23,9.00,2,0
11077,32,32.00,1,0
11077,39,18.00,2,0.05
11077,41,9.65,3,0
11077,46,12.00,3,0.02
11077,52,7.00,2,0
11077,55,24.00,2,0
11077,60,34.00,2,0.06
11077,64,33.25,2,0.03
11077,66,17.00,1,0
11077,73,15.00,2,0.01
11077,75,7.75,4,0
11077,77,13.00,2,0
